date,open,high,low,close,volume
2021-07-23,122.13412572440305,122.56845758934793,119.87559472478702,120.65738677978516,1444500
2021-07-26,122.48158873061965,122.65531882964078,120.91799132991567,121.26546478271484,1715087
2021-07-27,121.26546329459538,123.00279077300073,118.22514020738603,119.2240982055664,1710970
2021-07-28,119.44125917222765,120.30992287529838,116.61810213724772,117.26959991455078,1704709
2021-07-29,118.35543849119603,121.52605594520408,117.79081234341614,120.5705337524414,2171279
2021-07-30,121.17859457551147,122.91592209630734,120.30993081511355,120.7442626953125,1501008
2021-08-02,121.78665965606126,122.48159333301568,120.57053566245912,121.00486755371094,1508012
2021-08-03,121.00486194565744,123.69771159376235,121.00486194565744,123.17652130126953,2317460
2021-08-04,123.56742436202144,124.65325410158226,121.26547061605554,121.74322509765625,3299350
2021-08-05,121.61292777311428,121.91696539444996,116.57467525727667,117.57364654541016,3375060
2021-08-06,119.0069321722288,119.78872423496118,116.83527282602024,117.48677062988281,2589992
2021-08-09,118.31201146830226,118.74634338503961,116.57468380135286,116.92215728759766,1020691
2021-08-10,117.26960519599648,117.48677113154461,112.05762274284108,112.88285064697266,3766128
2021-08-11,113.01316174181333,113.9686839356454,110.6677655871559,111.53642272949219,2219401
2021-08-12,111.6232946598665,115.48884579285595,111.6232946598665,113.75151824951172,2151476
2021-08-13,113.75151438916522,115.05451000245407,112.3616603545112,112.88285064697266,1108560
2021-08-16,112.75255928602803,114.88078285815779,111.84045968232753,114.40301513671875,1578701
2021-08-17,113.96867675934047,114.09898426944692,108.58296437718344,109.32132720947266,1674694
2021-08-18,109.40820068026251,110.6677671404552,107.71430895649492,108.84357452392578,1530995
2021-08-20,107.88803941940463,110.23343561475265,104.76085111965266,105.6729507446289,2224961
2021-08-23,106.84564287739416,106.84564287739416,99.98319782239476,100.98216247558594,3214544
2021-08-24,101.50335166062541,103.76187594716403,99.98319019100045,102.24171447753906,2361588
2021-08-25,103.37098579628095,108.58296827340436,102.98008976144807,107.19310760498047,3077655
2021-08-26,107.54058188254079,108.32237400639237,105.75981842848134,106.71534729003906,1189141
2021-08-27,107.45370275240958,108.3223664985968,105.97697703484265,107.19310760498047,1388974
2021-08-30,108.36580557489592,111.0152327308849,104.76084959502485,105.54264831542969,3780698
2021-08-31,106.71534126180457,110.45059806925012,106.23758017170336,108.58296966552734,3398518
2021-09-01,108.66982686224834,110.45059008701918,108.32236005895427,110.0162582397461,1631277
