date,open,high,low,close,volume
2021-08-06,1046.3688727345934,1056.474845172039,1038.3857719283594,1054.7725830078125,1095730
2021-08-09,1054.7725263334805,1054.7725263334805,1038.0041581632433,1041.93701171875,1143390
2021-08-10,1046.9459855990046,1075.9139383067918,1038.9824707043854,1068.8309326171875,3313085
2021-08-11,1072.0400589111887,1073.2139918073983,1013.9377848051272,1051.7008056640625,2640655
2021-08-12,1053.451920742838,1064.1546526936495,1043.8643652142166,1061.796875,958555
2021-08-13,1059.908850599287,1074.974958969312,1058.3435670049885,1062.168701171875,910645
2021-08-16,1069.2908570213554,1071.2474913301328,1042.5925436625757,1065.5439453125,1163660
2021-08-17,1059.6740079081403,1071.9909870425677,1045.8699676396686,1067.3929443359375,1429980
2021-08-18,1067.3930477650533,1096.4979849813776,1060.3002479392262,1072.6466064453125,2738965
2021-08-20,1066.3658424059513,1070.0834958644716,1046.9951123616554,1055.0858154296875,737175
2021-08-23,1056.9933697638905,1079.6608998019226,1038.9727263761042,1074.0159912109375,1439055
2021-08-24,1076.1490364724461,1134.8480748254885,1076.1490364724461,1127.1781005859375,6315980
2021-08-25,1139.5438843234924,1154.218641834062,1126.4344103960204,1134.055419921875,3725600
2021-08-26,1134.055582979601,1149.5032514890179,1123.4996204338665,1134.173095703125,1419390
2021-08-27,1134.1825902112714,1170.4488739802403,1126.043044037885,1153.5631103515625,1954445
2021-08-30,1153.5630074217956,1191.2282144827873,1153.5532146972528,1186.3072509765625,2621840
2021-08-31,1187.892233231303,1216.4786319819252,1172.5033234138439,1209.6597900390625,3030980
2021-09-01,1209.3957347847816,1225.8804759602342,1194.2905737917363,1216.04833984375,1890900
2021-09-02,1211.1566499798207,1232.4840119411037,1211.1566499798207,1230.0772705078125,1438735
2021-09-03,1231.701200519659,1231.701200519659,1199.416736963544,1210.0020751953125,1724980
2021-09-06,1209.78690992638,1221.9180659308045,1204.396373116074,1216.811279296875,1268660
2021-09-07,1216.830899386375,1229.0108999387649,1201.3342699944815,1209.9337158203125,1057120
2021-09-08,1213.1134331782198,1320.7185417818177,1213.1134331782198,1313.9290771484375,13743655
2021-09-09,1310.9450426561782,1326.1677155493992,1288.5513477086436,1307.980712890625,3126375
2021-09-13,1307.0316792086774,1307.0512646589368,1282.5737510797724,1292.229736328125,1422750
2021-09-14,1300.5748469848845,1356.4954888847249,1291.701443530694,1315.347412109375,6366335
2021-09-15,1314.8485158444812,1314.8485158444812,1291.3786959172576,1304.5272216796875,1894400
2021-09-16,1315.8365430439706,1366.709033927455,1313.0972073039302,1341.89892578125,4574945
2021-09-17,1344.2076889518307,1356.9258111908218,1284.579309762258,1294.2547607421875,2815045
2021-09-20,1294.254900659733,1325.6198074492977,1283.5521678033053,1290.4884033203125,2487090
2021-09-21,1291.5742416682601,1324.6414088006215,1290.517702148523,1316.2279052734375,2264215
2021-09-22,1330.511416172904,1344.2078572217429,1320.7282439951623,1330.0516357421875,1422945
2021-09-23,1342.0262451801643,1350.077776872158,1329.9733100341223,1337.7412109375,1754565
2021-09-24,1340.2944644515078,1347.7296507345725,1299.792111495066,1301.455322265625,1551695
2021-09-27,1311.9234129864367,1328.515635087288,1285.0588599114185,1314.476806640625,1135495
2021-09-28,1312.9016857320692,1327.7720594404148,1295.6833268530672,1321.7945556640625,1216030
2021-09-29,1306.0534093153985,1306.4055891623739,1254.3982154697117,1260.4246826171875,3222310
2021-09-30,1263.9857157580482,1272.3894263584546,1248.3424346037443,1258.3897705078125,1681750
2021-10-01,1261.0505559827964,1276.508011653287,1252.2457033808994,1257.8514404296875,1657970
2021-10-04,1269.180692529623,1288.883895045053,1257.137550963272,1280.5389404296875,1428630
2021-10-05,1283.551966176478,1284.520490499517,1257.5287566005811,1270.4034423828125,1546170
2021-10-06,1283.9435487121261,1301.5336732925705,1276.7039773695474,1284.6185302734375,1971140
2021-10-07,1295.0964625175504,1295.38009332066,1278.093303420983,1291.545166015625,1108530
2021-10-08,1302.1399681820626,1345.8804844199121,1297.443998664161,1305.2607421875,3166830
2021-10-11,1319.5543284163664,1319.9553524960038,1268.3882894860596,1297.6888427734375,1081810
2021-10-12,1297.6886686225357,1306.0533275911043,1283.5716197565055,1303.30419921875,900580
2021-10-13,1310.7494664965225,1338.3379644862734,1303.1185443682136,1331.6658935546875,1542260
2021-10-14,1336.381425722571,1404.8636364111362,1334.3954129509632,1371.3758544921875,3378535
2021-10-18,1371.3757742320552,1395.3933907780943,1359.8609612295686,1373.4595947265625,1104140
2021-10-19,1421.6907649806924,1460.7060667659412,1295.5465796697915,1356.251220703125,4271780
2021-10-20,1365.6914084394389,1387.0383529964638,1311.9231424713353,1353.40380859375,2533730
2021-10-21,1366.934241312105,1377.842502926943,1289.5395752096279,1316.72705078125,1483675
2021-10-22,1325.6198653988374,1340.2946240563892,1218.0049685767917,1230.6546630859375,2781590
2021-10-25,1226.8097479569974,1230.5274010232306,1148.730196228264,1165.312744140625,3348025
2021-10-26,1160.8514524922464,1203.3300236361451,1155.0109281123289,1187.6085205078125,1231345
2021-10-27,1203.114835564548,1224.451869480338,1189.975984325196,1216.3319091796875,1550185
2021-10-28,1226.809724832633,1226.809724832633,1191.8055080095048,1201.4810791015625,949235
2021-10-29,1208.8087585636663,1218.9832817502931,1182.814922028056,1188.723876953125,1040590
2021-11-01,1194.9753305614397,1237.7571241013459,1193.9089982148364,1231.9263916015625,1472355
2021-11-02,1231.9262514475129,1238.4516696491032,1198.438475441504,1200.5809326171875,2195875
2021-11-03,1211.1565411616223,1220.8321113826557,1176.1327420403873,1183.5484619140625,1631120
2021-11-04,1193.5469707721822,1201.177892617005,1193.5469707721822,1196.354736328125,165035
2021-11-08,1207.438952606573,1214.8742583243027,1186.111710852625,1204.5137939453125,1104290
2021-11-09,1213.1133176406393,1220.9398551738047,1195.503608191017,1216.8602294921875,1908570
2021-11-10,1216.85999531435,1226.2811928337812,1197.4795975777097,1199.759033203125,855725
2021-11-11,1202.8998886813467,1207.2435602132914,1180.2420263492986,1202.8607177734375,719070
2021-11-12,1207.0478748074033,1258.536716621959,1197.4701106827415,1253.5179443359375,2567475
2021-11-15,1265.922878279433,1281.3999233453253,1236.5929475706032,1241.0345458984375,2227330
2021-11-16,1242.071428127018,1287.465367712205,1238.5495102763311,1278.357177734375,2597150
2021-11-17,1279.247519564501,1298.6476256579638,1269.875283980752,1280.6171875,1931695
2021-11-18,1290.7916447562545,1310.162252269408,1246.571638841599,1269.053466796875,2358550
2021-11-22,1275.921356251288,1283.8360290775854,1165.9976403599296,1188.0489501953125,2940405
