date,open,high,low,close,volume
2021-07-23,57.48256894021035,57.79463380575374,56.67119528995991,56.998863220214844,12770211
2021-07-26,56.998872465125494,57.73222733945186,56.234311456314586,57.60740280151367,13753260
2021-07-27,57.607405250630585,57.81024870471698,56.733619162662514,57.12370300292969,14436747
2021-07-28,57.10809621158683,59.79186300081912,56.9520619713907,59.276954650878906,48274629
2021-07-29,59.589025811229305,59.82307539639311,58.652827470574096,58.91808319091797,27425199
2021-07-30,58.808851967444845,58.808851967444845,56.95205854881723,57.62300109863281,28756776
2021-08-02,57.73222328308389,58.35635664286163,57.24852466124576,57.35774612426758,21084204
2021-08-03,57.357740844918965,57.701011839847816,56.65559221903886,56.87403869628906,17656980
2021-08-04,56.952055598870146,57.669807309360216,54.549147853808314,54.751991271972656,38353227
2021-08-05,54.92362999125145,55.891037974762085,54.33070631920718,55.110870361328125,33065568
2021-08-06,55.204492112527504,56.109484254872285,54.61156487152772,54.736392974853516,23813595
2021-08-09,51.49090106092717,53.95622108581084,50.66392431666937,53.41010665893555,110821485
2021-08-10,53.41011169816557,54.36191305433983,52.3334858080999,52.81718444824219,32690748
2021-08-11,52.817181583124466,53.89381098610042,51.58452152124828,53.753379821777344,27235548
2021-08-12,53.64415529796688,54.37751006686887,53.051228114058,54.252685546875,17966661
2021-08-13,54.36190986435236,54.7988028499613,53.84700154963927,54.455528259277344,27821241
2021-08-16,54.34630584694036,54.7831988248994,53.815794475695576,54.40871810913086,12560913
2021-08-17,54.33070161532345,55.0796594594733,53.768984125039246,54.939231872558594,18039039
2021-08-18,54.95484479919216,56.74922261984042,54.06545563721769,54.330711364746094,34210602
2021-08-20,53.64415812558417,54.58035636013647,53.14485287666466,53.378902435302734,15542163
2021-08-23,53.80019164881498,55.20448898220755,52.785974527156256,54.65837097167969,26688300
2021-08-24,54.611564606529576,55.688194046480696,54.424324238105946,55.438541412353516,14925912
2021-08-25,55.32931141529453,56.34352849860852,55.32931141529453,56.156288146972656,16571559
2021-08-26,56.28111411254044,56.8584382473012,55.984652298102624,56.577579498291016,21301485
2021-08-27,56.639992956911854,58.04429030295099,56.577580693882425,57.825843811035156,28167945
2021-08-30,57.70102002173656,58.278344211801446,57.32654284428795,57.43576431274414,13619223
2021-08-31,57.38895223933088,58.48118472578579,57.31093690862442,58.247135162353516,21603702
2021-09-01,58.41876961866352,60.02591035220614,58.21592619738384,59.24574279785156,26940252
2021-09-02,59.52659963332845,60.05711455321059,59.21453476440156,59.339359283447266,25664589
2021-09-03,59.91668516391559,62.272780172158896,59.46418912641308,61.976318359375,52170660
2021-09-06,62.80330086335376,63.31820560881481,60.77486658539901,60.993316650390625,36365391
2021-09-07,60.99331496567912,61.789082017684805,60.33797193143139,60.63443374633789,15882570
2021-09-08,61.164941846987446,62.22596440241408,60.618823935165246,61.508209228515625,19285563
2021-09-09,61.39900397946666,62.179164422272585,61.00891661543793,61.49262237548828,11581218
2021-09-13,61.63306001157461,61.99193413864789,61.05573579489044,61.32099151611328,10518984
2021-09-14,61.368085397808734,64.0526432742044,61.13259773871239,63.550270080566406,29010315
2021-09-15,64.00553185309417,65.55975157296758,63.644452754354546,65.24576568603516,35238519
2021-09-16,65.27718231307581,65.62255894475707,64.28813126516043,64.53931427001953,12378501
2021-09-17,64.63350731803679,65.1044825820759,63.01649176573505,64.4608154296875,16039149
2021-09-20,63.581671792287906,64.66491652679254,63.1263917910915,63.2990837097168,12243591
2021-09-21,63.299074242955,65.0730863866465,63.299074242955,64.19393157958984,20777913
2021-09-22,64.1782239661996,64.94748256481004,63.98983674525853,64.66490173339844,9672642
2021-09-23,64.99459311496531,66.15632886524658,64.85329908393454,65.1358871459961,19379646
2021-09-24,65.30856644469789,66.09352035620454,63.92703864917186,64.52360534667969,17282355
2021-09-27,64.71200538847788,65.84235045607271,63.66016578871196,64.05264282226562,10315860
2021-09-28,64.3666212147879,66.70579498402694,64.09973571341851,66.04643249511719,29934006
2021-09-29,66.2191292633483,66.69010455772057,63.958446413058795,64.4137191772461,27378225
2021-09-30,64.6806035261464,65.16728134188408,63.33047341521124,63.722957611083984,34237251
2021-10-01,62.796702583391415,64.13113735520132,62.529817066331944,63.34617614746094,22069932
2021-10-04,63.42467196541865,64.71199909747128,63.346173691733966,64.61780548095703,16627587
2021-10-05,64.93181314189806,65.1986987380202,64.22535000160156,64.63352966308594,18733530
2021-10-06,64.64920013239355,65.46555914120505,62.16873242186378,62.57691192626953,15618651
2021-10-07,63.11069885707833,63.989853829209615,62.95370946438123,63.77006149291992,7587423
2021-10-08,63.73864584504108,63.94273559190715,62.60830815971492,62.84379577636719,9881742
2021-10-11,62.84381828667116,66.25054227757978,62.84381828667116,65.49697875976562,21749220
2021-10-12,65.52835972646471,66.47031028733677,64.22533003366169,66.0150375366211,18331041
2021-10-13,66.28191574728629,67.17676580692141,65.02597940898974,65.51265716552734,16863453
2021-10-14,65.71675344084491,66.76860025388834,65.63826234404475,66.10923767089844,15404877
2021-10-18,64.44512144803537,69.54735894285666,64.36663035129318,68.18152618408203,40084623
2021-10-19,68.82519326955706,68.82519326955706,64.60211787160554,64.94749450683594,15424062
2021-10-20,64.94749259581408,65.99933937480348,63.69156322254097,64.30382537841797,16082943
2021-10-21,64.63351791103403,64.99459708957252,63.75436298253851,64.17823791503906,15707487
2021-10-22,64.3980201239368,64.96318900732456,62.796699903407216,63.25197982788086,10288875
