date,open,high,low,close,volume
2021-08-06,1648.8654653856927,1685.3128729580956,1605.0245179058568,1668.3709716796875,584493
2021-08-09,1648.8652216587507,1651.7632305422412,1583.9955145038111,1597.8536376953125,549069
2021-08-10,1593.878572569956,1606.5107104411397,1525.85081898734,1534.916259765625,447241
2021-08-11,1534.4332827151543,1552.7870609389142,1448.9805817407025,1461.055419921875,719242
2021-08-12,1482.4185766698056,1497.2799157842899,1449.7978889367578,1479.4091796875,724014
2021-08-13,1494.3075409277485,1525.7763758718772,1483.1986665469958,1512.772705078125,410395
2021-08-16,1524.067461857482,1543.3500736292388,1511.3981943966642,1516.2652587890625,350047
2021-08-17,1522.5441956810264,1545.5792713599487,1516.0794889634028,1526.705322265625,411633
2021-08-18,1528.043057431429,1541.9755639572872,1516.674035352811,1539.0032958984375,273831
2021-08-20,1523.2871478764955,1541.7523119996129,1513.1071071388965,1531.7952880859375,227186
2021-08-23,1542.0547998731793,1550.0094999121038,1460.8353292760262,1500.9061279296875,373318
2021-08-24,1493.5459181012923,1493.5459181012923,1453.4008312035971,1466.485107421875,669274
2021-08-25,1468.2694248044409,1493.7689658047263,1466.0391421338518,1472.3582763671875,444583
2021-08-26,1472.3582060908473,1482.952048270496,1447.8993922372533,1465.6673583984375,280474
2021-08-27,1463.808671803372,1492.0589153424924,1452.7688223994937,1473.5103759765625,579737
2021-08-30,1471.1314469118101,1515.588507817508,1467.525871969054,1491.3155517578125,464073
2021-08-31,1509.1580361752203,1524.0265882557642,1494.2894840946763,1517.4100341796875,490675
2021-09-01,1526.5541484079197,1605.8034752199324,1518.0790261106954,1568.8551025390625,964239
2021-09-02,1572.3493031011183,1584.2069969865597,1550.083623284984,1567.2196044921875,621370
2021-09-03,1574.3937337122372,1590.93499711684,1553.7636186795305,1561.4208984375,369247
2021-09-06,1576.364052600289,1601.0457540168668,1565.6586459372322,1573.91064453125,395050
2021-09-07,1576.066459335905,1587.9613005384401,1524.769956649972,1544.5079345703125,334693
2021-09-08,1544.507937526443,1570.5650498855023,1531.98123126128,1541.608642578125,226590
2021-09-09,1535.512601965965,1561.7184255715938,1521.0900577373832,1523.6549072265625,368291
2021-09-13,1532.2044074571038,1597.6260415455197,1505.441011693661,1587.6640625,953861
2021-09-14,1603.573319414957,1603.573319414957,1559.7110913920167,1566.4390869140625,350374
2021-09-15,1573.8362144428515,1588.6304719443667,1553.7636694310627,1579.114501953125,292609
2021-09-16,1589.4482016790907,1602.3838902613718,1570.3420882445712,1581.6422119140625,200105
2021-09-17,1589.4481490554638,1597.6258523480785,1543.9132102670414,1576.6240234375,499590
2021-09-20,1565.9559490331076,1595.0239198669908,1515.1797470231697,1534.4345703125,504043
2021-09-21,1524.0262992127962,1553.7633977340215,1422.1767367775994,1541.7198486328125,520457
