date,open,high,low,close,volume
2021-08-06,653.1355068725081,660.424224079442,642.7630511629372,645.0991821289062,1580014
2021-08-09,649.2574501680042,649.2574501680042,624.9616902357255,626.4568481445312,1864257
2021-08-10,626.4567430880101,634.6799105868712,608.9824765064095,618.7007446289062,1584560
2021-08-11,618.6073324104906,624.6345602736427,609.4030014112077,612.673583984375,1863492
2021-08-12,617.6262744854621,638.7448741780403,613.9351764015776,628.8864135742188,3531889
2021-08-13,626.0831078761836,632.5308522486878,619.775554177431,622.438720703125,629414
2021-08-16,627.7651462704182,637.2498614784005,623.2797859046811,631.596435546875,1440901
2021-08-17,633.5585892549154,637.5767222931553,618.4204522640613,622.0181274414062,1295072
2021-08-18,627.0174045127678,637.0627653153196,617.6728828359754,629.3068237304688,1962740
2021-08-20,629.3069393288706,629.3069393288706,605.5251158860259,607.3005981445312,1384705
2021-08-23,612.066280141831,619.4484764107546,606.4128549153488,610.38427734375,1099874
2021-08-24,610.3841626746652,617.2990744420356,601.8806137930485,605.8988037109375,1395465
2021-08-25,606.4594750929042,610.8981230230911,596.1805009387872,601.36669921875,1509816
2021-08-26,606.1791741602353,621.0369304248172,602.1142727313452,610.2440185546875,2850012
2021-08-27,613.4212505397161,616.6918337325942,606.8333729438075,610.5244140625,996004
2021-08-30,612.0661050486908,637.9971499572422,612.0661050486908,635.333984375,2140598
2021-08-31,637.2964997318513,648.5099278796258,628.9798510418073,635.007080078125,2201566
2021-09-01,635.4742285657942,651.6870090014794,631.9233214933109,643.370361328125,2396818
2021-09-02,644.772081356867,691.261082874989,641.0342721895809,687.4765625,5136638
2021-09-03,695.2323956900997,696.1668478348445,676.1695491235336,679.580322265625,3161373
2021-09-06,684.6732341275792,692.7562125676661,670.9834846687107,680.9354248046875,1197604
2021-09-07,686.8224414702686,697.3817410682973,670.9834635560046,676.2164306640625,1839589
2021-09-08,676.5434623245898,693.3636036531017,670.9367485484191,687.61669921875,2506155
2021-09-09,681.4025638339045,703.6425150542292,678.8328202530292,694.2512817382812,3821406
2021-09-13,694.2981478625827,704.9509282613335,688.2242071343097,692.0087280273438,1543777
2021-09-14,691.4946339121084,696.727543463074,677.945076896263,681.30908203125,1237271
2021-09-15,684.4395674530302,688.5511231656084,670.890009718483,672.8990478515625,1211983
2021-09-16,677.4312637179283,695.2325701350617,671.8712606547168,685.0003051757812,2774056
2021-09-17,689.6257983742289,695.045610314997,647.7156354737996,676.2164306640625,2284382
2021-09-20,665.3299719169314,683.4115993230903,650.8459626968297,661.5921630859375,1058006
2021-09-21,661.1239560150731,663.7463372906907,642.4862135439037,658.6888427734375,1409360
2021-09-22,663.0906553404755,668.6164336670935,650.9620789548434,652.60107421875,1019415
2021-09-23,658.1268998297353,680.4172255876312,656.5347214548236,666.7901611328125,2233951
2021-09-24,669.646693152459,675.5002481625329,653.5376983320108,655.2235107421875,1070387
2021-09-27,656.0664406481882,663.1375236150266,650.9153122776456,657.8927612304688,1141958
2021-09-28,661.2175406261069,683.6951907323769,653.2098892084723,660.9833984375,3115104
2021-09-29,660.9366753727448,667.5862916088581,652.7885146183837,659.0635375976562,1044662
2021-09-30,662.060663066452,668.5697720241791,656.3007407283194,659.6255493164062,2088535
2021-10-01,661.4985409105394,665.5257753720183,648.2461265103459,658.8761596679688,1255262
2021-10-04,662.1540466629366,676.2025766487131,658.5950971659295,662.2476806640625,2187223
2021-10-05,665.7598448524027,670.9578469254702,656.5346659213795,664.120849609375,1460282
2021-10-06,666.8371374944584,668.4761332677945,649.5106107477625,652.1798095703125,1340297
2021-10-07,656.5347603530316,660.5619949538558,647.3095800951191,650.8685302734375,1638029
2021-10-08,655.5982127002843,656.9562490021747,636.9136522056007,641.5964965820312,1845098
2021-10-11,649.0421130165909,660.889730008531,642.4861320770293,643.984619140625,1879221
2021-10-12,643.9847551473072,656.9562687582782,638.7868091658812,653.7719116210938,1230182
2021-10-13,659.9531782894089,659.9531782894089,636.8667362354272,644.9680786132812,1717145
2021-10-14,650.9154133891864,653.7251202095713,632.1840345866199,634.3849487304688,3084539
2021-10-18,641.1749275905712,650.8684482124639,634.3848043203315,641.2218017578125,1245681
2021-10-19,641.8306490877748,647.9183468747049,619.8212801657963,625.0192260742188,2130322
2021-10-20,629.5616095744616,642.4394316132133,623.0524444566943,631.5283813476562,2784461
2021-10-21,636.8669233376786,639.301979884986,616.2624052296949,622.2564697265625,1416668
2021-10-22,637.3819174594133,641.549660261722,615.8876509858028,637.00732421875,3869614
2021-10-25,641.9711518757632,644.0316148497751,621.4602704856894,625.1597290039062,2117356
2021-10-26,625.159807226346,637.9439969362039,624.6915227265509,633.5889282226562,1691659
2021-10-27,634.9936732385219,644.3593616343703,633.7293281705325,635.7897338867188,1356035
2021-10-28,634.9935593015573,639.2081183234702,613.6398050232544,617.947998046875,1059481
2021-10-29,607.8330962797716,626.9391209389125,593.7845655491143,613.546142578125,1321021
2021-11-01,622.6778182110945,626.4240938586935,613.2653120792281,624.73828125,596587
2021-11-02,629.490683948276,640.8777696551741,626.6203337422435,629.2083129882812,749534
2021-11-03,632.4080658821523,650.2416083944913,630.9023553676265,641.4424438476562,2000086
2021-11-04,647.4653514022173,647.9358930820154,643.7010179638322,646.1007690429688,174389
2021-11-08,650.2416089814737,650.2416089814737,642.1482570008619,646.2420043945312,804641
2021-11-09,644.6421518727294,668.6868221080307,644.6421518727294,660.1229858398438,2999385
2021-11-10,658.8523746966639,668.9219771787747,653.2058750737044,662.9931640625,1974732
2021-11-11,662.5226618899223,668.6397035124855,640.6895172261709,644.7832641601562,967435
2021-11-12,647.4653796467475,652.1707966499941,644.7833149305658,646.7125244140625,688301
2021-11-15,650.1475445801659,650.1475445801659,636.3136624095296,640.5955810546875,961049
2021-11-16,639.7485496027475,646.1479058928112,630.572985509436,633.2080078125,645057
2021-11-17,632.878517973741,632.878517973741,623.93822664177,626.0556640625,483272
2021-11-18,625.8203938984086,627.8437459671301,607.9398112155969,614.8567504882812,1210622
2021-11-22,615.4685861590169,617.3037104037484,582.6247502522307,591.1416015625,1916154
2021-11-23,590.0593022046066,607.3752600456105,589.6828458622996,600.12890625,1934790
2021-11-24,601.1641045734634,603.5168132305599,586.5302682141585,592.0355834960938,860804
2021-11-25,593.8235593045082,593.8235593045082,582.0600181138484,585.4949951171875,1445024
2021-11-26,582.3424528935024,582.3424528935024,564.6500947459645,568.4144287109375,1596347
2021-11-29,568.414342042546,574.7666546398757,547.5693229141591,563.0031127929688,1815662
2021-11-30,568.6496763413952,590.3886811249079,564.0383444471105,583.4717407226562,4036435
2021-12-01,589.118181120371,598.1525583663573,580.7896163917013,594.1529541015625,2052399
2021-12-02,594.7644891779918,607.3279249531639,578.2955357592974,601.5873413085938,1653609
2021-12-03,604.1755151293944,611.5159538253756,597.399703471885,603.0462036132812,1601872
2021-12-06,597.0232877454666,612.5511626961313,590.2004336004776,592.31787109375,759744
2021-12-07,595.5645212975768,606.9987059433379,593.8235402329398,598.2466430664062,885700
2021-12-08,601.3523214019666,606.0577386273341,591.0004035061581,592.1767578125,1945693
2021-12-09,596.9292757175747,603.9403595523764,589.5888356206682,601.77587890625,920524
2021-12-10,601.5404980058175,617.6800432416011,601.5404980058175,613.7275390625,1115715
2021-12-13,615.0920052588737,615.5155042202463,604.3166477168065,607.5162963867188,1127079
2021-12-14,606.057775696927,611.7042767127369,600.0819184308664,603.8462524414062,574501
2021-12-15,607.2340598796361,609.3044548339334,598.3878530018076,601.869873046875,545713
2021-12-16,605.1166406228582,611.4219110409778,601.869891327638,607.6105346679688,501955
2021-12-17,607.9396861328124,608.8807692382812,584.883150048828,588.1769409179688,957081
2021-12-20,581.0719229580192,581.5895073100244,558.3447371966929,572.6021728515625,2068382
2021-12-21,574.813781636345,581.5895942219115,570.2495497059055,573.2139282226562,1051138
2021-12-22,574.2492196500965,585.0716809642001,571.2377406661614,578.2017822265625,858345
