symbol,stock_code
849NTPC25,NTPND7
FOCE,FOCIN
COROMANDEL,CORINT
SUPRIYA,SUPLIF
SBIETFIT,SBIEIT
GLENMARK,GLEPHA
NILASPACES,NILSPA
ALPHA,KOTN50
MANAKCOAT,MANCOA
COSMOFIRST,COSFIL
MANAKALUCO,MANAL
MONQ50,MOTQ50
HECPROJECT,HECINF
ZENITHINFO,ZENINF
NIFTYADD,DSPN50
MIDQ50ADD,DSP150
HAVISHA,SHRSH
MANAKSTEEL,MANSTE
HEXAGON,HEXNUT
VAML,VEDALU
VISL,VEDIRS
VOGL,VEDOIL
VEDPOWER,VEDPOW
WOCKPHARMA,WOCKHA
ZENTEC,ZENTEC
RELTD-RE,RAVRE1
UTKAL,UTKSPE
QMSMEDI,QMSMED
SMALLGROWW,GRS250
TREJHARA,TRESOL
LCCINFOTEC,LCCINF
91D170926,TQI26C
182D171226,THL26C
364D170627,TYF27C
SUMEET-RE,SUMRE1
SMALLIETF,ICI250
CLAYCRAFT,CLACRA
AVIENCE,AVIBIO
AMFORGEIND,AMFIND
NRBBEARING,NRBBEA
91D240926,TQI26D
182D241226,THL26D
GONTERPEIP,GONPEI
364D240627,TYF27D
91D110725,TQG25B
182D101025,THJ25B
364D100426,TYD26B
FUSI-RE,FUSRE1
BTML-RE1,BODRE1
EVIETF,ICPREV
91D170725,TQG25C
182D161025,THJ25C
364D160426,TYD26C
81ABCL33,ADIND9
10UCL26,UGRN24
1039UCL26,UGRN25
1015UCL27,UGRN26
1025UCL27A,UGRN27
1050UCL28,UGRN28
690GS2065,INDBON
CIFL,BHITEX
TINNARUBR,TINOVE
WAAREERTL,SANADV
91D240725,TQG25D
182D231025,THJ25D
364D240426,TYD26D
950ISF27A,IIFN30
GROWWMOM50,GRNI50
TURTLEMINT,TURFIN
ABIN-RE1,ABIRE1
9IIFL26,IIFL49
IIFL210425,IIFL50
930IIFL27,IIFL51
IIFL21425,IIFL52
935IIFL28,IIFL53
91D030725,TQG25A
182D021025,THJ25A
364D020426,TYD26A
SILVER360,THRONE
NPST,NETPEO
TANKUP,TANENG
UNITEDPOLY,UNIPOL
ATCENERGY,ATCENE
SHRIAHIMSA,SHRAHI
91D010825,TQH25A
182D311025,THJ25E
364D010526,TYE26A
KRISHIVAL,EMPCAS
ETHOS-RE,ETHRE1
91D180925,TQI25C
182D181225,THL25C
364D180626,TYF26C
OSWALPUMPS,OSWPUM
91D210825,TQH25D
182D201125,THK25C
364D210526,TYE26D
717TCHFL30,TCLN39
GROWWSLVR,GROSIL
FUSIONPP,FUSPP1
ABLBL,ADILIF
SAMAY,SAMPRO
91D070825,TQH25B
182D061125,THK25A
364D070526,TYE26B
ENRIN,SIEENE
633GS2035,633E35
MAXIND-RE,MAXRE1
ARUNAYA,ARUORG
IVRCLINFRA,IVRINF
MON50EQUAL,MOTN50
PRIMO,PUNALK
SOLARAPP1,SOLPP1
M&MFIN-RE1,MAHRE2
MONOLITH,MOLIND
PATILAUTOM,PATAUT
ACCENT-RE,ACCRE1
CRISIL,CRISIL
MAHLIFE-RE,MLIRE1
THELEELA,SCHBAN
ACCPL,ACCPHA
DOLLEX-RE,DOLRE1
MOINFRA,MOTBNF
91D280825,TQH25E
182D271125,THK25D
364D280526,TYE26E
RAJOOENG,RAJENG
VGINFOTECH,VIRGAL
AONENIFTY,AONI50
MOMGF,MOTINM
BELRISE,BELLIM
DCCL,DARCRE
91D140825,TQH25C
182D131125,THK25B
364D140526,TYE26C
LLOYDS-RE1,LLORE1
AVANTEL-RE,AVARE1
EQUAL50,MIRE50
MONEXT50,MOTOS5
930APMD32,ANDN25
930APMD33,ANDN30
930APMD34,ANDN26
930APMD35,ANDN24
930APMD27,ANDN22
930APMD28,ANDN27
930APMD29,ANDN23
930APMD30,ANDN29
930APMD31,ANDN28
BEARD-RE,BEARE1
AEGISVOPAK,AEGVOP
SEPC-RE3,SEPRE1
JTEKT-RE,SOKRE1
91D040925,TQI25A
182D041225,THL25A
364D040626,TYF26A
LLOYDSENPP,LLOPP1
SACHEEROME,SACLIM
1025VCCL28,VEDCR4
875SCL27A,SAMC62
UGRO-RE,UGRRE1
MOPSE,MOTNIP
MOTOUR,MOTTOU
91D110925,TQI25B
182D111225,THL25B
364D110626,TYF26B
SNXT30BEES,NIPB30
9SCL27,SAMC63
842SCL27,SAMC64
865SCL27,SAMC65
SCL1825,SAMC66
SCL01825,SAMC67
9SCL28,SAMC68
925SCL2028,SAMC69
865SCL28,SAMC70
888SCL28,SAMC71
SCL010825,SAMC72
SCL0182025,SAMC73
965SCL30,SAMC74
902SCL30,SAMC75
925SCL30,SAMC76
902SCL2030,SAMC77
925SCL30A,SAMC78
960SCL32,SAMC79
985SCL32,SAMC80
920SCL32,SAMC81
945SCL32,SAMC82
SCODATUBES,SCOTUB
NRVANDANA,NRVIND
NEPTUNE,NEPPET
995SCL2035,SAMC83
930SCL35,SAMC84
955SCL35,SAMC85
ASTEC-RE,ASLRE1
DIGITIDE,DIGSOL
BLUSPRING,BLUENT
GANGABATH,GANBAT
MIRC-RE,MIERE1
GVPTECH-RE,FOURE1
TRAVELFOOD,TRVFOO
91D250925,TQI25D
182D251225,THL25D
364D250626,TYF26D
AAKAAR,AAKMED
SAFEENTP,SAFENT
MAYASHEEL,MAYVEN
CAPTRU-RE,CATRE1
INFLUX,INFHEA
ARIS,ARISOL
SMARTEN,SMAPOW
GATECH-RE1,STARE1
IWARE,IWASUP
ATHERENERG,ATHENE
91D091025,TQJ25B
FISCHER,FISINO
WHITEFORCE,HAPSQU
MOALPHA50,MOTA50
182D080126,THA26B
364D090726,TYG26B
SILKY,SILOVE
PUSHPA,PUSJEW
CEDAAR,CEDTEX
VALIANT-RE,VAIRE1
SAVY,SAVINF
950ISF27C,IIFN27
91D231025,TQJ25D
182D220126,THA26D
364D230726,TYG26D
115VCCL27,VEDCR8
LIQGRWBEES,NIPL1D
91D021025,TQJ25A
182D010126,THA26A
364D020726,TYG26A
591GS2028,591F28
PICCADIL,PICAGR
SUNTECH,SUNINF
SAMBHV,SAMTUB
HDBFS,HDBFIN
RTL,RAMTEL
TOP15IETF,ICIP15
MAHLOG-RE,MAORE1
MOGOLD,MOTGTF
BRIGHOTEL,BRIHOT
INFIBE-RE,INFRE1
IGCL,INDCRO
PROFX,PROTEC
MMEL,MOVMED
GROWWNET,GROINT
MOMIDMTM,MOT150
BASML-RE1,BANRE1
RMDRIP,RMDRI
91PFL30,PIRN23
INDIQUBE,INDSPA
CRIZAC,CRILIM
TSC,TSCIND
EBGNG,GNGELE
SPUNWEB,SPUNON
895AEL27,ADAN17
AEL17725,ADAN18
885AEL28,ADAN19
915AEL28,ADAN20
AEL170725,ADAN21
9AEL30,ADAN22
930AEL30,ADAN23
AEL170725A,ADAN24
ANTHEM,ANTBIO
975ISF28,IIFN26
111ESFB31,ESAND3
INTEGRITY,INTINF
SPAND-RE,SPNRE1
91D161025,TQJ25C
182D150126,THA26C
364D160726,TYG26C
BORANA,BORWEA
BELLACASA,BELCAS
QUALITY30,KOTNF2
TTL-RE,TTRE1
SMARTWORKS,SMACOW
91D301025,TQJ25E
182D290126,THA26E
364D300726,TYG26E
SELLOWRAP,SELIND
601GS2030,601G30
KILITC-RE,KILRE1
CHEMBONDCH,CHEC
628GS2032,628G32
SHANTIGOLD,SHAGOL
JSLL,JEESIK
AARADHYA,AARDIS
PRAXIS-RE2,PRARE1
INOXWI-RE,INORE1
GVPTECHPP,FOUPP1
LOTUSDEV,SRIDEV
MBEL,MBENGL
CUDML,CASDRI
RNPL,RENPOL
GROWWPOWER,GROBPO
PROSTARM,PROINF
NIKITA,NIKPAP
BLUEWATER,BLUWAT
91D061125,TQK25A
182D050226,THB26A
364D060826,TYH26A
FLYSBS,FLYAVI
PARTH,PARELE
JYOTIGLOBL,JYOGLO
BHADORA,BHDIND
GROWWLOVOL,GROV50
JAINIK,JAICAB
EEPL,EPPENG
91D131125,TQK25B
182D120226,THB26B
364D130826,TYH26B
CYBER-RE,CYBRE1
SSFLPP,SPNPP1
MEDISTEP,MEIHEA
AMCL,ANBMET
KRT,KNORET
DAVAN-RE1,DAVRE1
SAWALIYA,SAFPRO
ALLTIME,ALLTIM
CONNPLEX,CONCIN
MOSILVER,MOTSIL
JSWCEMENT,JSWCEM
SBILIQETF,SBIN1G
LLOYDSE-RE,SHGRE1
STUDIOLSD,STULSD
RAYMONDREL,RAYREA
KALPATARU,KALLIM
ELLEN,ELLIND
SHKSIL,SHRSPO
GLOBECIVIL,GLOCIV
91D201125,TQK25C
182D190226,THB26C
364D200826,TYH26C
ETL,EMKTOO
INTERNET,MIRNET
TVSINVIT,TVSINV
SEPCPP,SEPPP1
EXICOM-RE,EXIRE1
MANUFGBEES,NIPMFG
ARCIIL,ARCINS
724GS2055,724H55
EFCIL,AMATRA
REGAAL,REGRES
MRIL,MAHREA
GROWWNIFTY,GRON50
ARFIN,ARFIND
LTGILTCASE,ZERGSE
91D281125,TQK25D
182D270226,THB26D
364D280826,TYH26D
1025PATE28,PATND1
CLASSICEIL,CLASEL
ANONDITA,ANOMED
SHIVASHRIT,SHIFOO
MEIL,MANELE
CYBERPP,CYBPP1
LLOYDPP,SHGPP1
91D230126,TQA26D
182D240426,THD26D
364D231026,TYJ26D
DELPH-RE,WEIRE1
GENSOL,GENENG
SGFIN,MOOSEC
CPPLUS,ADIINF
LAXMIINDIA,LAXIND
KAYTEX,KAYFAB
91D111225,TQL25B
182D120326,THC26B
364D100926,TYI26B
SGMART,JARTEX
QMSMEDI-RE,QMSRE1
OPTIVALUE,OPTTEK
AONEGOLD,ANGGOL
VIGOR,VIGPLA
AMANTA,AMAHEA
GSM-RE,GSMRE1
91D041225,TQL25A
182D050326,THC26A
364D030926,TYI26A
CPEDU,CAREDU
SNEHAA,SNEORG
ELM250,EDENLM
SML100CASE,ZERNSM
SATTVAENGG,SATENI
CURRENT,CURINF
AHCL,ANLHEA
VIKRAN,VIKENL
STLNETWORK,STLNET
RNBDENIMS,RBDEN
GCSL,GRECO
1075WCAP28,WCAPL2
ATLANTAELE,ATLELE
GANESHCP,GANCON
91D251225,TQL25D
IVALUE,IVAINF
182D260326,THC26D
364D240926,TYI26D
GKENERGY,GKENEL
SIDDHICOTS,SIDCOT
SAATVIKGL,SAAGRE
RHETAN,RHETMT
PRIMECAB,PRICAB
DEVX,DEVACC
URBANCO,URBCOM
GML,GALMED
SHRINGARMS,SHRHOU
12AFIL27A,AKMFI2
965ISF28,IIFL58
HILINFRA,HIGINF
SHRADHA-RE,SINRE1
ABCOTS,ABCOT
NDTV-RE,NDTRE1
TECHD,TECCYB
VMSTMT,VMSTMT
JAYESH,JAYLOG
MWL,MANWOR
TIGERLOGS,TIGLOG
91D181225,TQL25C
182D190326,THC26C
364D170926,TYI26C
AGSTRA,AGSTRA
DHARAN,KARCON
JKIPL,JININD
TRUALT,TRUBIO
1075WCA28,WCAPL1
CAPTRU-RE1,CATRE2
FINKURVE,FINFIN
JAINREC,JAIRES
EPACKPEB,EPAPRE
BMWVENTLTD,BMWVEN
GURUNANAK,GURAGR
TATACAP,TATCAP
12AFIL28,AKMFI3
BLUESTONE,BLUJEW
113ESFB31,ESAS02
NIFTYCASE,ZERN50
CRAMC,CANROB
RUBICON,RUBRES
91D020126,TQA26A
182D030426,THD26A
364D021026,TYJ26A
PACEDIGITK,PACDIG
MPEL,MANPOL
SYSTMTXC,SYSCOR
ANANTAM,ANAHIG
FLEXIADD,DSPNIF
MONIFTY100,MON100
MOENERGY,MOTENE
91D150126,TQA26C
182D160426,THD26C
MONEYBOXX,DHACOM
648GS2035,648J35
SOLEX,SOLENE
ADVANCE,ADVAGR
SHEEL,SHEBIO
OMFREIGHT,OMFREI
MUNISH,MUFORG
BAGDIGITAL,BAGCON
GREENLEAF,GREENV
GROWWRLTY,GROREA
91D080126,TQA26B
182D090426,THD26B
364D081026,TYJ26B
WEWORK,WEWIND
PATELRMART,PATRET
12AFIL27,AKMFI1
SHREEJISPG,SHRSHP
VIKRAMSOLR,VIKSOL
GROWWNXT50,GROW50
GEMAROMA,GEMARO
ELIQUID,EDENIL
364D151026,TYJ26C
CANHLIFE,CANHSB
MOMENTUM30,KOT200
91D290126,TQA26E
182D300426,THD26E
364D291026,TYJ26E
IEML-RE,IEMRE1
MIDWESTLTD,MIDLTD
GROWWSC250,GRO250
PIRAMALFIN,PIRFIN
905PFL26,PIRN19
920PFL28,PIRN20
935PFL33,PIRN21
ORKLAINDIA,ORLIND
ROCK-RE,ROCRE1
STUDDS,STUACC
91D060226,TQB26A
182D080526,THE26A
SHIVAM-RE,SHIRE1
364D061126,TYK26A
LENSKART,LENSOL
CHOICEGOLD,CHOGOL
SARVES-RE,SAERE1
ATL-RE,ALTRE1
GROWWMC150,GROM15
PWL,PHYLIM
EMMVEE,EMMPHO
SHIVAUM,SHIAUM
MODIS,MODNAV
TAURIAN,TAUMPS
ADVENTHTL,ADHOIN
FINBUD,FIBFIN
ENERGY,MIRENE
TMCV,TATCOV
765TMCV27,TATCO1
12DCCL27,DARCR1
EUROPRATIK,EURPRA
SHETHJI,SHREGL
GROWW,BILGAR
765TMCV28,TATCO2
SMALL250,MIRSML
PINELABS,PINLAB
CURIS,CURLIF
91D120226,TQB26B
182D140526,THE26B
364D121126,TYK26B
BETA,BETDRU
SHILCTECH,SHIELE
91D180226,TQB26C
182D200526,THE26C
364D181126,TYK26C
CAPILLARY,CAPTEH
UTLSOLAR,FUJPOW
TENNIND,TENCLE
CHEMICAL,KOTCHE
MOIPO,MOTIPO
1225IFL27,IFLF01
INDO-RE2,INDRE2
COOLCAP-RE,COORE1
SOLARWORLD,SOENER
STYL,SESTEC
MGSL,MATGEO
JARO,JARINS
ARSSBL,ANRASH
ECOLINE,ECOEXI
PAUSHAKLTD,PAUSHA
888ECL28,ECLN94
925ECL28,ECLN95
MSCIADD,DSPMSC
KSR,KSRFOO
AONETMMQ50,ANGTMM
ESENSEX,EDEBSX
ENIFTY,EDEN50
CGPOWER,CROGRE
MOSERVICE,MOTNSS
745ISL28,ICISL1
EXCELSOFT,EXCTEC
91D260226,TQB26D
182D280526,THE26D
364D261126,TYK26D
ROCKPP,ROCPP1
SUDEEPPHRM,SUPHLT
115VCCL28,VEDCR7
GROWWCAPM,GRONCM
MOMNC,MOTMNC
JAYKAY,JKSYN
91D050326,TQC26A
182D040626,THF26A
364D031226,TYL26A
SKFINDUS,SKFINI
3IINFO-RE,3IIRE1
SUBAHOTELS,SUBHOT
GLOTTIS,GLOLTD
VIJAYPD,VIJCEU
FABTECH,FATELI
SPEB,SPEADH
INVICTA,INVDIA
CSSL,CLESER
SICAL-RE,SICRE1
91D280526,TQE26D
182D270826,THH26D
364D250227,TYB27D
SADHNA-RE,SADRE1
MANILAM,MANINU
GAUDIUMIVF,GAUIVF
CLEANMAX,CLEMAX
SRTL,SHERAM
AONESILVER,ANGSIL
MOBILISE,MOBAPP
SHRIKANHA,SHRKAN
MARKOLINES,MARTRA
LGEINDIA,LGELEC
8SMC29,SURM02
8SMC30,SURM03
VIDYAWIRES,VIDWIR
MEESHO,MEESHO
AEQUS,AEQLIM
PNGSREVA,PNGREV
ABSL10BANK,ADIB10
CORONA,CORREM
WAKEFIT,WAKINN
NACL-RE,NACRE1
MODINATUR,MODNAT
91D120326,TQC26B
182D110626,THF26B
364D101226,TYL26B
CMSINFO,CMSIN
LEMERITE,LEMER
PATELEG-RE,PARE2
HCC-RE1,HINRE2
ENCOMPAS,ENCDES
GOLDBND,BANGOL
SILVERBND,BANSIL
FWSTC,FLYSIM
NEPHROPLUS,NEPHEA
PARKHOSPS,PARMED
MIDCAPADD,DSPNMC
SMALLADD,DSPNSC
915APSBC26,ANDN39
915APSBC27,ANDN33
915APSBC28,ANDN36
915APSBC29,ANDN35
915APSBC30,ANDN37
915APSBC31,ANDN34
915APSBC33,ANDN38
915APSBC34,ANDN31
915APSBC35,ANDN32
91D190326,TQC26C
182D180626,THF26C
364D171226,TYL26C
RUDRA,MDIND
ICICIAMC,ICIAMC
DIVIDEND,MIRBSE
TOP20,MIRT20
ASHWINI,ASHWIN
EXIMROUTES,EXIROU
KSHINTL,KSHINT
GROWWMETAL,GROMET
KRISHFL-RE,EMPRE1
115VCCL28A,VEDCR3
MARC,MATECH
RAJESHEXPO,RAJEXP
DIL,DEBSAL
TWCGOLDETF,TWCGOL
DHARARAIL,DHARAI
VINEET-RE,VILRE1
91D270326,TQC26D
182D260626,THF26D
364D251226,TYL26D
E2ERAIL,ETOETR
91D090426,TQD26A
182D090726,THG26A
364D070127,TYA27A
BUILDPRO,SHAPRO
NEXT50ADD,DSPNEX
603GS2029,603A29
668GS2033,668A33
KRMAYURVED,KRMAYU
743GS2076,743A76
1225IFL28,IIFL70
ADVAIT,ADVINF
GROWWCHEM,GRONCH
SILGO-RE1,SILRE1
KRISHPP,EMPPP1
VICTORYEV,VICELE
ADANI-RE,ADARE1
BAIDFIN-RE,BAIRE1
NEXT50ETF,KOTNEX
91D170426,TQD26B
182D170726,THG26B
364D150127,TYA27B
HALDER,HALVEN
BHARATCOAL,BHACOK
AVANA,AVAELE
AMAGI,AMAMED
ARMOUR,ARMSEC
91D300426,TQD26D
182D300726,THG26D
364D280127,TYA27D
91D230426,TQD26C
182D230726,THG26C
364D210127,TYA27C
91D070526,TQE26A
182D060826,THH26A
364D040227,TYB27A
685PFCL31,PFCN58
690PFCL31,PFCN59
7PFCL31,PFCN60
7PFCL36,PFCN61
710PFCL36,PFCN62
720PFCL36,PFCN63
PFCL36,PFCN64
PFCL36A,PFCN65
PFCL36B,PFCN66
705PFCL41,PFCN67
720PFCL41,PFCN68
730PFCL41,PFCN69
975BNAL28,BNAGR1
PFCL41,PFCN70
PFCL41A,PFCN71
CKKRETAIL,CKKRET
OMNI,OMNENG
YAAP,YAPDIG
GROWWHOSPI,GROBHO
91D040626,TQF26A
182D030926,THI26A
364D040327,TYC27A
BHANDA-RE2,BHHRE1
DSFCL,DCMCHE
DCMSIL,DCMINT
KNAGRI,KNAGR
NEOCHEM,NEOSOL
182D130826,THH26B
364D110227,TYB27B
BIOPOL,BIOCEM
KWIL,KWAWAL
ADANIENPP,ADAPP1
ATLPP,ALTPP1
FRACTAL,FRAANA
GJL,GROJEW
BRANDMAN,BRRELT
GROWWPSE,GROPSE
AYE,AYEFIN
HEALTHCARE,MIRHEA
925ISF29,IIFN28
DURLAX-RE,DURRE1
VIVO,VIVCOL
636GS2031,636B31
GICL,GLOINT
INFRA,MIRINF
SILGOPP,SILPP1
CEINSYS,ADCINF
MARUSHIKA,MARUTE
DEFENCE,MIRDEF
91D220526,TQE26C
182D210826,THH26C
364D190227,TYB27C
BONLON,BONIN
STALL-RE,STLRE1
ABSLMSCIN,ADIMSC
HILTON-RE2,HILRE1
805NMC29,NASND2
805NMC30,NASND3
805NMC31,NASND4
805NMC32,NASND5
805NMC33,NASND6
805NMC34,NASND7
805NMC35,NASND8
805NMC36,NASND9
STRIDERS,STRIMP
SBIMIDMOM,SBIMID
DHARI-RE,DHCRE1
INA,INSENE
KRISHNAENG,KRIENG
OLIL-RE,ONLRE1
ACETEC,ACECOM
837IIFL28,IIFL60
852IIFL29,IIFL61
865IIFL31,IIFL62
870IIFL28,IIFL63
885IIFL29,IIFL64
9IIFL31,IIFL65
IIFL060326,IIFL66
IIFL60326,IIFL67
IIFL06326,IIFL68
TVSMNCRPS,TVSPRF
HCG-RE,HEGRE1
VITAL,VITCH
SEDEMAC,SEDMEC
KRISHNADEF,KRIDEF
GKSL,GUJSUP
SOCL,SUNOIL
925ISF28,IIFN29
SHYAMDHANI,SHYDHA
EPWINDIA,EPWIND
ALGOQUANT,HINEVE
JFL-RE,JFLRE1
AEPL,ARTELE
KOTYARK,KOTIN
860AEL28,ADAN26
AEL12126,ADAN27
848AEL29,ADAN28
875AEL29,ADAN29
AEL120126,ADAN30
862AEL31,ADAN31
890AEL31,ADAN32
AEL1212026,ADAN33
BANK10ADD,DSPB10
91D110626,TQF26B
182D100926,THI26B
364D110327,TYC27B
MARSONS,MARSON
SPCON,SRIPRA
SINGERIND,SININ
APSISAERO,APSAER
RSL,RAJSTA
1165ESFB32,ESAND4
SHADOWFAX,SHATEC
91D190626,TQF26C
182D180926,THI26C
364D190327,TYC27C
PRABHA-RE,PRNRE1
BCPL,BCPRAI
5PAISA-RE,5PARE1
HSBCGOLD,HSBGOL
VALUE,MIRVAL
GROWWPSUBK,GROPSU
INNOVISION,INNOVI
CMPDI,CENMIN
TIL-RE1,TIRE1
115VCCL31,VEDND3
SKUMARSYNF,SKUMAR
MAHAPE-RE,MRARE1
SUNREST-RE,SULRE1
AEROPLANE,AMICHA
SAIPARENT,SAIPAR
POWERICA,POWLIM
91D090726,TQG26A
182D081026,THJ26A
364D080427,TYD27A
SAHLIBHFI,SHAFIN
MOBANK10,MOTBAN
VALUEIND,VIDAPP
NIMBSPROJ,NCJINT
SBINMID150,SBI150
FALTECH-RE,FALRE1
VIVIDEL,VIVELE
TCC,AASTRA
AARNAV,KAYSEC
VOEPL,VIROPT
WINSOMEDJ,WINDIA
SHREEDHAR,SHSPLT
CORDELIA,WATLEI
RAMBHAJO,ADVJEW
GSPCROP,GSPCRO
RIIT,RAAINF
PRABHAPP1,PRAPP1
RMC,RMCSWI
TILPP,TIDPP1
91D160726,TQG26B
182D151026,THJ26B
364D150427,TYD27B
OMPOWER,OMPOW
3BBLACKBIO,KILIND
ABANSENT,MATSMR
ABMKNO,ABMKNO
ACSTECH,LNPOLY
AKCAPIT,AKCAPI
AMBALALSA,AMBSAR
ASHIKAG,ASHCRE
ASTAR,ASISTA
AVAILFC,FLAFI
BAJAJST,BAJSTE
BATLIBOI,BATLIB
BEEKAY,BEESTE
BENGALASM,BENASM
BI,BILLI
BIMETAL,BIMBEA
BIRLAPREC,BIRKEN
BLACKROSE,BLAROS
BLIL,BALINV
BNAGROCHEM,ARITOU
BNALTD,BAPLAN
BTTL,BHITEC
COCKERILL,CMIFPE
COMFINTE,COMFIN
DAICHI,DAIICH
DECNGOLD,DECGOL
DISAQ,DISIND
DRAGARWQ,DRAGAR
ELANTAS,ELABEC
ELCIDIN,ELDINV
ELITECON,KASJAI
EMPOWER,HARIND
FEDDERSHOL,IMCAP
FERMENTA,DUPINT
FRONTSP,FROSPR
GNRL,GUJNAT
GRANDOAK,DHOIND
SHREERAMA,SHRR
GRAVISSHO,GLHOTE
HALDYNGL,HALGLA
HBESD,HBEST
INDPRUD,INDPRU
INVPRECQ,INVPRE
IWP,INDWOO
KAMAHOLD,KAMHOL
KANCHI,KANKAR
KIRANVYPAR,KIRVYA
KLBRENG-B,KILENG
KOTIC,KOTIND
KPL,KWAPHA
LAHOTIOV,LAHOVE
MADHAVIPL,MADINF
MAFATIND,MAFIND
MAJESAUT,MAJAUT
MCCHRLS-B,MACCHA
MENNPIS,MENPIS
MERCANTILE,MERVEN
METROGLOBL,METLIM
MMWL,MEDMAT
NATIONSTD,NSDUNC
NEAGI,NEEAGR
NILE,NILE
NITTAGELA,NITGEL
PIONRINV,PIOINV
PML,PAUMER
PRADPME,PRAMET
PRAVEG,SWOSHI
PREMCO,PREGLO
QUINT,GAUMER
RAJPALAYAM,RAJMIL
RRIL,SRKIND
RSDFIN,RSDFIN
SAPPL,SHRAJI
SAYAJIHOTL,SAYHOT
SCANSTL,SCASTE
SEIL,SHAEDU
SHARDUL,SHRSEC
SHBAJRG,SHRBAJ
SHINDL,SHAI
SHRIKRISH,ELEFIN
SIKA,SIKINT
SONAL,SONMER
SURYALA,SURSP
TAALTECH,TAAENT
TAMBOLIIN,TAMCAP
TECHNVISN,TECVEN
THACKER,THACKE
THAKDEV,THADEV
TIMEX,TIMGRO
ULTRAMAR,ULTPIG
VELJAN,VELDEN
WELSPLSOL,REMMET
WPIL,WPIL
ZSARACOM,SARACO
91D230726,TQG26C
182D221026,THJ26C
364D220427,TYD27C
CITIUSINVT,CITTRA
ADISOFT,ADITEC
91D300726,TQG26D
182D291026,THJ26D
364D290427,TYD27D
AMBAAUTO,AMBAUT
91D060826,TQH26A
182D051126,THK26A
364D060527,TYE27A
808CIFCL29,CHON46
KISSHT,ONTECH
GRADIENTE,GRAINF
VALUE360,VAL360
694GS2036,694E36
EFCIL-RE,EFCRE1
BAGMANE,BAGPRI
91D130826,TQH26B
182D121126,THK26B
364D130527,TYE27B
SIMCA,SIMADV
RFBL,RFBFLE
FMCGADD,DSPFMC
NFPSAMPOOR,NFPSAM
ENEXT50,EDENEX
SBISMLETF,SBI250
SBIVALETF,SBIVAL
TEAMTECH,TEAFOR
PVTBKGROWW,GROBNK
ESSEN-RE3,INTRE1
QLINE,QLIBIO
BMLL,BIOMED
MSCI360,360ONE
91D280826,TQH26D
182D271126,THK26D
364D280527,TYE27D
AVG-RE,AVGRE1
VIVIANA,VIVPOW
MERCURYEV,MERMET
91D030926,TQI26A
CSM,CSMTEC
91D011026,TQJ26A
182D311226,THL26E
364D010727,TYG27A
AGL,ALCGLO
AASTHA,AASSPI
VMOBILE,VINMOB
TEJA,TEJENG
KNACK,KNAPAC
825IIFL25,IIFND4
91D081026,TQJ26B
182D070127,THA27B
364D080727,TYG27B
GYFTR,LKPMER
GANGAFO-RE,GAFRE1
ICELCO,ICELEC
KUSUMGAR,KUSUML
RIR,RUTIN
LASERPOWER,LASPOW
HAPPY,HAPSTE
91D151026,TQJ26C
182D140127,THA27C
364D150727,TYG27C
SBIFUNDS,SBIFUN
LIQUIDBETA,UTILIQ
BANK10BETF,BAJBSE
ALPINETEX,ALPTEX
PVTBANK,KOTPVB
MOMMIDCAP,MIRMOM
CPL,CAPPOL
91D221026,TQJ26D
182D210127,THA27D
364D220727,TYG27D
CMLL,CALMIN
METALIC,METTEC
CEMNTGROWW,GROCEM
EMETAL,EDEMET
IIFLZC25C,IIFND5
ATVPETRO,SVCSUP
820IIFL27,IIFND6
GEOMETRIC,GEOLIM
850IIFL27,IIFND7
IIFLHFZC27,IIFND8
843IHFL29,IIFND9
875IHFL29,IIFN10
IMAGICAA,ADLENT
IIFLHF29,IIFN11
MONARCH,NETSTO
DABUR,DABIND
CEATFIN,CEAFIN
IBHF25,IBHN25
ABAN,ABAOFF
843SCFL27,IBHN30
POPEES,ARCSO
KEEPLEARN,DSJCOM
BCONCEPTS,BRACON
UNIINFO,UNITEL
TIMESCAN,TIMLOG
DALMIASUG,DALSUG
WEL,WONFIB
NETF,TATNIF
AUTORIDFIN,AUTFIN
654GS2032,654A32
AUTOIETF,ICIAUT
BIL,BHAINT
RAMCOSYS,RAMSYS
INOXWIND,INOWIN
GVPIL,ALSIND
SGBJAN30IX,SGBT58
AUTOBEES,NIPAUT
MHLXMIRU,MAHRUB
ALEMBICLTD,ALECHE
LFIC,THELAK
ZYDUSLIFE,CADHEA
BYKE,THEBYK
AVANTIFEED,AVAFEE
MOLDTEK-RE,MOLRE1
SILVERIETF,ICIPSE
SGBDEC2512,SGBT19
PRECISION,PREME
MALLCOM,MALIND
1015ECL29,ECL121
MAKEINDIA,MIRMAN
GRWRHITECH,GARPOL
1060ECL29,ECL122
DAURALAORG,DAUORG
SILVER,ADISIL
DHANILOANS,ICFN37
CINEVISTA,CINEVI
726GS2029,726A29
SHIVATEX,SHITEX
MAHLIFE,MAHLIF
ZENITHCOMP,ZENCOM
KTKBANK,KARBAN
11DLSL25,ICFN31
DLSL25,ICFN32
1049DLSL25,ICFN33
DALBHARAT,ODICEM
MIDCAP,KOTMID
DCMDAEWOO,DAEMOT
SILVERBEES,NIPSIL
CROWN,CROLIF
OILCOUNTUB,OILCOU
DCMSHRIRAM,DCMSHR
AWL,ADAWIL
RPSGVENT,CESVEN
BSHSL,BOMSUP
AJANTPHARM,AJAPHA
